FIGHTER,STANCE,EVER_CHAMPION,EVER_INTERIM,EVER_CHALLENGER,KD,TD,SUB.ATT,REV,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,SIG,TOT.SIG,STR,TOTAL.STR,TOTAL.TD,TOTAL.HEAD,TOTAL.BODY,TOTAL.LEG,TOTAL.DISTANCE,TOTAL.CLINCH,TOTAL.GROUND,OPP_KD,OPP_TD,OPP_SUB.ATT,OPP_REV,OPP_CTRL,OPP_HEAD,OPP_BODY,OPP_LEG,OPP_DISTANCE,OPP_CLINCH,OPP_GROUND,OPP_SIG,OPP_TOT.SIG,OPP_STR,OPP_TOTAL.STR,OPP_TOTAL.TD,OPP_TOTAL.HEAD,OPP_TOTAL.BODY,OPP_TOTAL.LEG,OPP_TOTAL.DISTANCE,OPP_TOTAL.CLINCH,OPP_TOTAL.GROUND,TD_DEF,HEAD_DEF,BODY_DEF,LEG_DEF,DISTANCE_DEF,CLINCH_DEF,GROUND_DEF,SIG_DEF,STR_DEF,TD_%,HEAD_%,BODY_%,LEG_%,DISTANCE_%,CLINCH_%,GROUND_%,SIG_%,STR_%,TD_DEF_%,HEAD_DEF_%,BODY_DEF_%,LEG_DEF_%,DISTANCE_DEF_%,CLINCH_DEF_%,GROUND_DEF_%,SIG_DEF_%,STR_DEF_%
Zabit Magomedsharipov,Orthodox,No,No,No,0.0,27.0,4.0,3.0,25.216666666666665,252.0,50.0,78.0,308.0,15.0,57.0,380.0,784.0,474.0,898.0,48.0,613.0,84.0,87.0,688.0,21.0,75.0,0.0,2.0,0.0,0.0,3.233333333333333,136.0,52.0,45.0,205.0,18.0,10.0,233.0,664.0,300.0,735.0,9.0,519.0,88.0,57.0,629.0,25.0,10.0,7.0,383.0,36.0,12.0,424.0,7.0,0.0,431.0,435.0,0.5625,0.4110929853181077,0.5952380952380952,0.3103448275862069,0.4476744186046512,0.7142857142857143,0.76,0.4846938775510204,0.5278396436525612,0.7777777777777778,0.7379576107899808,0.40909090909090906,0.9649122807017544,0.6740858505564388,0.28,0.0,0.6490963855421688,0.5918367346938775
Chance Rencountre,Southpaw,No,No,No,0.0,4.0,1.0,0.0,13.633333333333333,20.0,19.0,10.0,43.0,4.0,2.0,49.0,239.0,100.0,342.0,15.0,181.0,46.0,12.0,228.0,4.0,7.0,1.0,5.0,1.0,0.0,2.583333333333333,110.0,24.0,27.0,139.0,15.0,7.0,161.0,318.0,219.0,384.0,6.0,253.0,34.0,31.0,291.0,20.0,7.0,1.0,143.0,10.0,4.0,152.0,5.0,0.0,157.0,165.0,0.26666666666666666,0.11049723756906077,0.41304347826086957,0.3333333333333333,0.18859649122807018,1.0,0.2857142857142857,0.20502092050209206,0.29239766081871343,0.16666666666666663,0.5652173913043479,0.2941176470588235,0.8387096774193549,0.5223367697594501,0.25,0.0,0.4937106918238994,0.4296875
Alex White,Southpaw,No,No,No,4.0,7.0,4.0,2.0,8.783333333333333,265.0,138.0,28.0,288.0,118.0,25.0,431.0,1026.0,572.0,1187.0,25.0,780.0,211.0,35.0,816.0,176.0,34.0,2.0,11.0,5.0,1.0,38.6,223.0,66.0,63.0,240.0,65.0,47.0,352.0,897.0,470.0,1038.0,38.0,671.0,128.0,98.0,727.0,102.0,68.0,27.0,448.0,62.0,35.0,487.0,37.0,21.0,545.0,568.0,0.28,0.33974358974358976,0.6540284360189573,0.2,0.35294117647058826,0.6704545454545454,0.7352941176470589,0.42007797270955166,0.4818871103622578,0.7105263157894737,0.6676602086438153,0.484375,0.8877551020408163,0.6698762035763411,0.36274509803921573,0.3088235294117647,0.6075808249721293,0.5472061657032755
Ben Askren,Orthodox,No,No,No,0.0,5.0,1.0,1.0,3.883333333333333,54.0,4.0,5.0,46.0,11.0,6.0,63.0,128.0,105.0,173.0,9.0,117.0,6.0,5.0,109.0,13.0,6.0,1.0,1.0,1.0,2.0,2.0833333333333335,68.0,30.0,0.0,51.0,26.0,21.0,98.0,154.0,117.0,173.0,1.0,115.0,39.0,0.0,102.0,29.0,23.0,0.0,47.0,9.0,0.0,51.0,3.0,2.0,56.0,56.0,0.5555555555555556,0.46153846153846156,0.6666666666666666,1.0,0.42201834862385323,0.8461538461538461,1.0,0.4921875,0.6069364161849711,0.0,0.408695652173913,0.23076923076923073,-inf,0.5,0.10344827586206895,0.08695652173913049,0.36363636363636365,0.32369942196531787
Aleksandra Albu,Orthodox,No,No,No,0.0,6.0,1.0,0.0,6.366666666666667,138.0,45.0,8.0,112.0,62.0,17.0,191.0,405.0,241.0,472.0,12.0,335.0,60.0,10.0,305.0,78.0,22.0,0.0,4.0,1.0,1.0,10.05,99.0,80.0,41.0,107.0,100.0,13.0,220.0,358.0,315.0,462.0,18.0,214.0,102.0,42.0,215.0,123.0,20.0,14.0,115.0,22.0,1.0,108.0,23.0,7.0,138.0,147.0,0.5,0.41194029850746267,0.75,0.6,0.36721311475409835,0.7948717948717948,0.7727272727272727,0.47160493827160493,0.510593220338983,0.7777777777777778,0.5373831775700935,0.21568627450980393,0.9047619047619048,0.5023255813953489,0.1869918699186992,0.35,0.3854748603351955,0.31818181818181823
Stevie Ray,Southpaw,No,No,No,1.0,6.0,5.0,0.0,15.666666666666666,280.0,50.0,119.0,328.0,31.0,90.0,449.0,999.0,591.0,1160.0,13.0,774.0,77.0,148.0,827.0,52.0,120.0,2.0,12.0,2.0,0.0,28.333333333333332,203.0,87.0,63.0,288.0,15.0,50.0,353.0,780.0,453.0,896.0,27.0,574.0,136.0,70.0,682.0,33.0,65.0,15.0,371.0,49.0,7.0,394.0,18.0,15.0,427.0,443.0,0.46153846153846156,0.36175710594315247,0.6493506493506493,0.04054054054054054,0.3966142684401451,0.5961538461538461,0.75,0.4494494494494494,0.5094827586206897,0.5555555555555556,0.6463414634146342,0.3602941176470589,0.8285714285714285,0.5777126099706744,0.5454545454545454,0.23076923076923073,0.5474358974358975,0.4944196428571429
Manny Bermudez,Orthodox,No,No,No,1.0,6.0,6.0,3.0,12.266666666666667,72.0,14.0,0.0,33.0,3.0,50.0,86.0,140.0,140.0,199.0,11.0,122.0,18.0,0.0,75.0,4.0,61.0,0.0,3.0,2.0,2.0,10.216666666666667,42.0,13.0,24.0,50.0,11.0,18.0,79.0,149.0,109.0,184.0,3.0,105.0,19.0,25.0,112.0,13.0,24.0,0.0,63.0,6.0,1.0,62.0,2.0,6.0,70.0,75.0,0.5454545454545454,0.5901639344262295,0.7777777777777778,inf,0.44,0.75,0.819672131147541,0.6142857142857143,0.7035175879396985,0.0,0.6,0.3157894736842105,0.88,0.5535714285714286,0.15384615384615385,0.25,0.4697986577181208,0.40760869565217395
Daniel Spitz,Orthodox,No,No,No,0.0,2.0,0.0,0.0,1.0999999999999999,59.0,24.0,22.0,93.0,8.0,4.0,105.0,292.0,128.0,316.0,3.0,218.0,46.0,28.0,275.0,13.0,4.0,1.0,0.0,0.0,0.0,1.3833333333333333,102.0,60.0,52.0,185.0,20.0,9.0,214.0,398.0,223.0,408.0,0.0,259.0,81.0,58.0,360.0,27.0,11.0,0.0,157.0,21.0,6.0,175.0,7.0,2.0,184.0,185.0,0.6666666666666666,0.2706422018348624,0.5217391304347826,0.07142857142857142,0.3381818181818182,0.6153846153846154,1.0,0.3595890410958904,0.4050632911392405,,0.6061776061776062,0.2592592592592593,1.0,0.48611111111111116,0.2592592592592593,0.18181818181818177,0.4623115577889447,0.45343137254901966
Joe Lauzon,Orthodox,No,No,No,3.0,34.0,29.0,8.0,51.78333333333333,537.0,56.0,12.0,326.0,99.0,180.0,605.0,1525.0,858.0,1799.0,75.0,1436.0,71.0,18.0,1161.0,144.0,220.0,6.0,19.0,6.0,5.0,38.31666666666666,792.0,260.0,96.0,828.0,204.0,116.0,1148.0,2536.0,1422.0,2858.0,42.0,2089.0,334.0,113.0,2022.0,312.0,202.0,23.0,1297.0,74.0,17.0,1194.0,108.0,86.0,1388.0,1436.0,0.4533333333333333,0.37395543175487467,0.7887323943661971,1.8888888888888888,0.28079242032730406,0.6875,0.8181818181818182,0.39672131147540984,0.47693162868260147,0.5476190476190477,0.6208712302537098,0.22155688622754488,0.831858407079646,0.5905044510385757,0.34615384615384615,0.4257425742574258,0.5473186119873816,0.5024492652204339
Kyle Bochniak,Orthodox,No,No,No,1.0,8.0,0.0,0.0,12.0,172.0,45.0,59.0,243.0,28.0,5.0,276.0,879.0,315.0,921.0,52.0,717.0,85.0,77.0,817.0,53.0,9.0,0.0,16.0,0.0,0.0,16.933333333333334,353.0,97.0,87.0,474.0,35.0,28.0,537.0,1283.0,636.0,1395.0,43.0,1041.0,138.0,104.0,1188.0,48.0,47.0,27.0,688.0,41.0,17.0,714.0,13.0,19.0,746.0,759.0,0.15384615384615385,0.2398884239888424,0.5294117647058824,0.1038961038961039,0.2974296205630355,0.5283018867924528,0.5555555555555556,0.31399317406143346,0.34201954397394135,0.627906976744186,0.6609029779058597,0.2971014492753623,0.8461538461538461,0.601010101010101,0.27083333333333337,0.4042553191489362,0.5814497272018706,0.5440860215053763
Boston Salmon,Southpaw,No,No,No,0.0,0.0,0.0,0.0,0.7166666666666667,4.0,7.0,1.0,11.0,1.0,0.0,12.0,22.0,16.0,26.0,1.0,13.0,8.0,1.0,21.0,1.0,0.0,3.0,0.0,0.0,0.0,0.1499999999999999,26.0,1.0,0.0,21.0,0.0,6.0,27.0,49.0,28.0,50.0,0.0,46.0,3.0,0.0,38.0,1.0,10.0,0.0,20.0,2.0,0.0,17.0,1.0,4.0,22.0,22.0,0.0,0.3076923076923077,0.875,0.0,0.5238095238095238,1.0,,0.5454545454545454,0.6153846153846154,,0.4347826086956522,0.6666666666666667,,0.4473684210526315,1.0,0.4,0.44897959183673475,0.43999999999999995
Lauren Mueller,Orthodox,No,No,No,0.0,3.0,0.0,0.0,6.583333333333333,102.0,46.0,28.0,160.0,14.0,2.0,176.0,462.0,262.0,561.0,4.0,354.0,77.0,31.0,436.0,19.0,7.0,0.0,4.0,1.0,0.0,10.7,120.0,48.0,39.0,180.0,21.0,6.0,207.0,486.0,332.0,625.0,9.0,367.0,73.0,46.0,451.0,29.0,6.0,5.0,247.0,25.0,7.0,271.0,8.0,0.0,279.0,293.0,0.75,0.288135593220339,0.5974025974025974,0.0967741935483871,0.3669724770642202,0.7368421052631579,0.2857142857142857,0.38095238095238093,0.46702317290552586,0.5555555555555556,0.673024523160763,0.34246575342465757,0.9130434782608696,0.6008869179600886,0.27586206896551724,0.0,0.5740740740740741,0.4688
Hector Aldana,Orthodox,No,No,No,0.0,2.0,0.0,0.0,1.05,64.0,13.0,39.0,109.0,6.0,1.0,116.0,302.0,121.0,307.0,2.0,225.0,26.0,51.0,289.0,12.0,1.0,2.0,1.0,0.0,0.0,0.0666666666666666,104.0,21.0,39.0,150.0,3.0,11.0,164.0,407.0,168.0,414.0,1.0,325.0,41.0,41.0,385.0,5.0,17.0,0.0,221.0,20.0,2.0,235.0,2.0,6.0,243.0,246.0,1.0,0.28444444444444444,0.5,0.0392156862745098,0.3771626297577855,0.5,1.0,0.3841059602649007,0.3941368078175896,0.0,0.6799999999999999,0.4878048780487805,0.975609756097561,0.6103896103896104,0.4,0.3529411764705882,0.597051597051597,0.5942028985507246
Thomas Gifford,Orthodox,No,No,No,0.0,1.0,0.0,0.0,1.6833333333333331,61.0,23.0,34.0,104.0,12.0,2.0,118.0,312.0,175.0,373.0,3.0,242.0,30.0,40.0,292.0,16.0,4.0,2.0,4.0,0.0,0.0,11.116666666666667,137.0,39.0,16.0,129.0,20.0,43.0,192.0,307.0,236.0,356.0,6.0,239.0,47.0,21.0,232.0,21.0,54.0,2.0,102.0,8.0,5.0,103.0,1.0,11.0,115.0,120.0,0.3333333333333333,0.25206611570247933,0.7666666666666667,0.025,0.3561643835616438,0.75,0.5,0.3782051282051282,0.4691689008042895,0.33333333333333337,0.42677824267782427,0.17021276595744683,0.8095238095238095,0.44396551724137934,0.04761904761904767,0.20370370370370372,0.37459283387622155,0.3370786516853933
James Vick,Orthodox,No,No,No,4.0,2.0,5.0,2.0,7.499999999999999,288.0,116.0,68.0,422.0,31.0,19.0,472.0,1185.0,556.0,1269.0,6.0,913.0,184.0,88.0,1113.0,43.0,29.0,7.0,16.0,1.0,0.0,17.116666666666664,220.0,71.0,87.0,304.0,39.0,35.0,378.0,958.0,441.0,1027.0,38.0,711.0,124.0,123.0,847.0,63.0,48.0,22.0,491.0,53.0,36.0,543.0,24.0,13.0,580.0,586.0,0.3333333333333333,0.3154435925520263,0.6304347826086957,0.022727272727272728,0.37915543575920935,0.7209302325581395,0.6551724137931034,0.3983122362869198,0.438140267927502,0.5789473684210527,0.690576652601969,0.42741935483870963,0.8699186991869918,0.641086186540732,0.38095238095238093,0.27083333333333337,0.605427974947808,0.5705939629990263
Rostem Akman,Switch,No,No,No,0.0,2.0,0.0,0.0,3.3833333333333337,38.0,12.0,4.0,42.0,12.0,0.0,54.0,210.0,55.0,213.0,5.0,185.0,21.0,4.0,195.0,15.0,0.0,1.0,1.0,0.0,0.0,1.8333333333333333,49.0,31.0,39.0,108.0,11.0,0.0,119.0,282.0,121.0,287.0,8.0,176.0,62.0,44.0,268.0,14.0,0.0,7.0,127.0,31.0,5.0,160.0,3.0,0.0,163.0,166.0,0.4,0.20540540540540542,0.5714285714285714,0.5,0.2153846153846154,0.8,,0.2571428571428571,0.25821596244131456,0.875,0.7215909090909092,0.5,0.9772727272727273,0.5970149253731343,0.2142857142857143,,0.5780141843971631,0.578397212543554
Luke Jumeau,Orthodox,No,No,No,0.0,1.0,0.0,0.0,3.9000000000000004,108.0,28.0,40.0,132.0,41.0,3.0,176.0,403.0,200.0,428.0,1.0,314.0,47.0,42.0,341.0,57.0,5.0,0.0,4.0,0.0,0.0,12.266666666666666,119.0,37.0,34.0,122.0,48.0,20.0,190.0,454.0,274.0,555.0,30.0,340.0,67.0,47.0,357.0,65.0,32.0,26.0,221.0,30.0,13.0,235.0,17.0,12.0,264.0,281.0,1.0,0.34394904458598724,0.5957446808510638,0.023809523809523808,0.3870967741935484,0.7192982456140351,0.6,0.43672456575682383,0.4672897196261682,0.8666666666666667,0.65,0.4477611940298507,0.9148936170212766,0.6582633053221288,0.2615384615384615,0.375,0.5814977973568283,0.5063063063063062
Nadia Kassem,Southpaw,No,No,No,0.0,1.0,6.0,2.0,3.35,35.0,49.0,18.0,79.0,16.0,7.0,102.0,243.0,202.0,363.0,3.0,135.0,84.0,24.0,206.0,23.0,14.0,1.0,6.0,3.0,0.0,14.25,112.0,23.0,11.0,110.0,7.0,29.0,146.0,284.0,241.0,394.0,10.0,232.0,31.0,21.0,237.0,13.0,34.0,4.0,120.0,8.0,10.0,127.0,6.0,5.0,138.0,153.0,0.3333333333333333,0.25925925925925924,0.5833333333333334,0.041666666666666664,0.38349514563106796,0.6956521739130435,0.5,0.41975308641975306,0.5564738292011019,0.4,0.5172413793103448,0.25806451612903225,0.7142857142857143,0.5358649789029536,0.46153846153846156,0.1470588235294118,0.4859154929577465,0.3883248730964467
Nohelin Hernandez,Orthodox,No,No,No,0.0,1.0,0.0,1.0,3.5999999999999996,18.0,4.0,6.0,11.0,4.0,13.0,28.0,82.0,37.0,92.0,2.0,68.0,5.0,9.0,49.0,7.0,26.0,0.0,5.0,2.0,0.0,8.9,38.0,3.0,15.0,33.0,3.0,20.0,56.0,119.0,107.0,193.0,8.0,88.0,10.0,21.0,81.0,4.0,34.0,3.0,50.0,7.0,6.0,48.0,1.0,14.0,63.0,86.0,0.5,0.2647058823529412,0.8,0.1111111111111111,0.22448979591836735,0.5714285714285714,0.5,0.34146341463414637,0.40217391304347827,0.375,0.5681818181818181,0.7,0.7619047619047619,0.5925925925925926,0.25,0.4117647058823529,0.5294117647058824,0.4455958549222798
Danilo Belluardo,Southpaw,No,No,No,0.0,2.0,0.0,0.0,4.366666666666667,9.0,0.0,4.0,8.0,0.0,5.0,13.0,21.0,56.0,69.0,2.0,17.0,0.0,4.0,14.0,0.0,7.0,0.0,1.0,0.0,1.0,1.1333333333333333,38.0,1.0,2.0,5.0,2.0,34.0,41.0,70.0,111.0,144.0,2.0,61.0,4.0,5.0,25.0,2.0,43.0,1.0,23.0,3.0,3.0,20.0,0.0,9.0,29.0,33.0,1.0,0.5294117647058824,,0.5,0.5714285714285714,,0.7142857142857143,0.6190476190476191,0.8115942028985508,0.5,0.3770491803278688,0.75,0.8,0.8,0.0,0.2093023255813954,0.41428571428571426,0.22916666666666663
Siyar Bahadurzada,Orthodox,No,No,No,5.0,8.0,2.0,1.0,15.666666666666666,191.0,54.0,19.0,130.0,59.0,75.0,264.0,648.0,465.0,869.0,13.0,537.0,80.0,31.0,452.0,86.0,110.0,0.0,12.0,1.0,1.0,28.45,167.0,49.0,77.0,223.0,36.0,34.0,293.0,576.0,656.0,968.0,32.0,390.0,86.0,100.0,445.0,58.0,73.0,20.0,223.0,37.0,23.0,222.0,22.0,39.0,283.0,312.0,0.6153846153846154,0.35567970204841715,0.675,0.25806451612903225,0.28761061946902655,0.686046511627907,0.6818181818181818,0.4074074074074074,0.5350978135788262,0.625,0.5717948717948718,0.43023255813953487,0.88,0.498876404494382,0.3793103448275862,0.5342465753424658,0.4913194444444444,0.3223140495867769
Marcos Mariano,Switch,No,No,No,0.0,0.0,0.0,0.0,0.8,2.0,2.0,1.0,3.0,0.0,2.0,5.0,18.0,9.0,23.0,0.0,13.0,3.0,2.0,15.0,0.0,3.0,0.0,5.0,3.0,0.0,16.916666666666668,39.0,1.0,2.0,3.0,0.0,39.0,42.0,74.0,140.0,180.0,7.0,69.0,3.0,2.0,9.0,0.0,65.0,2.0,30.0,2.0,0.0,6.0,0.0,26.0,32.0,40.0,,0.15384615384615385,0.6666666666666666,0.0,0.2,,0.6666666666666666,0.2777777777777778,0.391304347826087,0.2857142857142857,0.4347826086956522,0.6666666666666667,-1.5,0.6666666666666667,,0.4,0.43243243243243246,0.2222222222222222
Carlos Huachin,Southpaw,No,No,No,0.0,0.0,0.0,0.0,0.0,39.0,8.0,5.0,49.0,1.0,2.0,52.0,242.0,57.0,248.0,0.0,204.0,31.0,7.0,233.0,5.0,4.0,2.0,2.0,1.0,0.0,7.6,88.0,11.0,20.0,63.0,1.0,55.0,119.0,240.0,141.0,267.0,6.0,193.0,17.0,30.0,164.0,2.0,74.0,4.0,105.0,6.0,10.0,101.0,1.0,19.0,121.0,126.0,,0.19117647058823528,0.25806451612903225,0.0,0.21030042918454936,0.2,0.5,0.21487603305785125,0.22983870967741934,0.6666666666666667,0.544041450777202,0.3529411764705882,0.9333333333333333,0.6158536585365854,0.5,0.2567567567567568,0.5041666666666667,0.4719101123595506
Marco Polo Reyes,Orthodox,No,No,No,5.0,0.0,0.0,0.0,3.983333333333333,166.0,66.0,32.0,215.0,23.0,26.0,264.0,708.0,302.0,747.0,1.0,565.0,100.0,43.0,634.0,39.0,35.0,2.0,8.0,0.0,0.0,7.033333333333333,189.0,33.0,21.0,168.0,37.0,38.0,243.0,603.0,301.0,667.0,15.0,529.0,51.0,23.0,495.0,53.0,55.0,7.0,340.0,18.0,2.0,327.0,16.0,17.0,360.0,366.0,0.0,0.2938053097345133,0.66,0.0,0.3391167192429022,0.5897435897435898,0.7428571428571429,0.3728813559322034,0.4042838018741633,0.4666666666666667,0.6427221172022684,0.3529411764705882,0.6521739130434783,0.6606060606060606,0.30188679245283023,0.3090909090909091,0.5970149253731343,0.5487256371814093
Martin Bravo,Southpaw,No,No,No,1.0,5.0,0.0,0.0,4.35,161.0,45.0,15.0,204.0,10.0,7.0,221.0,559.0,267.0,608.0,14.0,459.0,72.0,28.0,525.0,21.0,13.0,2.0,1.0,0.0,0.0,1.3333333333333333,110.0,45.0,10.0,154.0,7.0,4.0,165.0,339.0,173.0,347.0,7.0,272.0,57.0,10.0,314.0,15.0,10.0,6.0,162.0,12.0,0.0,160.0,8.0,6.0,174.0,174.0,0.35714285714285715,0.35076252723311546,0.625,0.17857142857142858,0.38857142857142857,0.47619047619047616,0.5384615384615384,0.3953488372093023,0.43914473684210525,0.8571428571428572,0.5955882352941176,0.21052631578947367,0.9,0.5095541401273885,0.5333333333333333,0.6,0.5132743362831859,0.5014409221902018
Sergio Pettis,Orthodox,No,No,No,1.0,12.0,5.0,2.0,18.23333333333333,645.0,82.0,92.0,730.0,42.0,47.0,819.0,2188.0,1048.0,2442.0,30.0,1935.0,147.0,106.0,2039.0,59.0,90.0,3.0,24.0,3.0,3.0,56.766666666666666,383.0,144.0,88.0,517.0,35.0,63.0,615.0,1779.0,917.0,2144.0,74.0,1433.0,231.0,115.0,1610.0,56.0,113.0,50.0,1050.0,87.0,27.0,1093.0,21.0,50.0,1164.0,1227.0,0.4,0.3333333333333333,0.5578231292517006,0.11320754716981132,0.358018636586562,0.711864406779661,0.5222222222222223,0.3743144424131627,0.42915642915642915,0.6756756756756757,0.7327285415212841,0.37662337662337664,0.7913043478260869,0.6788819875776397,0.375,0.4424778761061947,0.6543001686340641,0.572294776119403
Kyle Prepolec,Southpaw,No,No,No,0.0,0.0,0.0,0.0,0.8,50.0,31.0,15.0,93.0,3.0,0.0,96.0,275.0,99.0,278.0,3.0,201.0,49.0,25.0,271.0,4.0,0.0,0.0,3.0,0.0,0.0,5.75,52.0,41.0,48.0,130.0,0.0,11.0,141.0,313.0,226.0,440.0,5.0,193.0,65.0,55.0,299.0,0.0,14.0,2.0,141.0,24.0,7.0,169.0,0.0,3.0,172.0,214.0,0.0,0.24875621890547264,0.6326530612244898,0.0,0.34317343173431736,0.75,,0.3490909090909091,0.35611510791366907,0.4,0.7305699481865284,0.36923076923076925,0.9454545454545454,0.5652173913043479,,0.2142857142857143,0.549520766773163,0.48636363636363633
Ryan MacDonald,Switch,No,No,No,0.0,0.0,0.0,0.0,0.8666666666666665,24.0,7.0,14.0,45.0,0.0,0.0,45.0,155.0,46.0,156.0,3.0,121.0,17.0,17.0,153.0,2.0,0.0,1.0,0.0,0.0,0.0,0.2833333333333333,42.0,52.0,34.0,126.0,2.0,0.0,128.0,236.0,130.0,239.0,0.0,112.0,81.0,43.0,231.0,5.0,0.0,0.0,70.0,29.0,9.0,105.0,3.0,0.0,108.0,109.0,0.0,0.19834710743801653,0.4117647058823529,0.0,0.29411764705882354,0.0,,0.2903225806451613,0.2948717948717949,,0.625,0.3580246913580247,1.0,0.4545454545454546,0.6,,0.4576271186440678,0.4560669456066946
Todd Duffee,Orthodox,No,No,No,4.0,1.0,0.0,0.0,2.6833333333333327,102.0,18.0,2.0,94.0,21.0,7.0,122.0,324.0,133.0,335.0,3.0,298.0,24.0,2.0,281.0,34.0,9.0,2.0,1.0,0.0,0.0,1.2166666666666666,50.0,1.0,4.0,38.0,16.0,1.0,55.0,130.0,71.0,146.0,10.0,123.0,2.0,5.0,97.0,31.0,2.0,9.0,73.0,1.0,1.0,59.0,15.0,1.0,75.0,75.0,0.3333333333333333,0.3422818791946309,0.75,0.5,0.33451957295373663,0.6176470588235294,0.7777777777777778,0.3765432098765432,0.3970149253731343,0.9,0.5934959349593496,0.5,0.8,0.6082474226804124,0.4838709677419355,0.5,0.5769230769230769,0.5136986301369864
Don Madge,Southpaw,No,No,No,2.0,3.0,1.0,0.0,10.15,25.0,12.0,5.0,20.0,6.0,16.0,42.0,80.0,114.0,164.0,12.0,59.0,14.0,7.0,49.0,11.0,20.0,0.0,1.0,0.0,0.0,6.233333333333333,10.0,2.0,3.0,13.0,2.0,0.0,15.0,46.0,76.0,112.0,5.0,40.0,3.0,3.0,38.0,4.0,4.0,4.0,30.0,1.0,0.0,25.0,2.0,4.0,31.0,36.0,0.25,0.423728813559322,0.8571428571428571,0.42857142857142855,0.40816326530612246,0.5454545454545454,0.8,0.525,0.6951219512195121,0.8,0.75,0.33333333333333337,0.6666666666666667,0.6578947368421053,0.5,1.0,0.6739130434782609,0.3214285714285714
Mairbek Taisumov,Orthodox,No,No,No,4.0,7.0,0.0,0.0,6.616666666666665,145.0,39.0,49.0,197.0,13.0,23.0,233.0,595.0,264.0,632.0,11.0,459.0,76.0,60.0,531.0,24.0,40.0,1.0,3.0,0.0,0.0,5.833333333333333,161.0,46.0,30.0,216.0,11.0,10.0,237.0,675.0,276.0,722.0,26.0,554.0,81.0,40.0,641.0,22.0,12.0,23.0,393.0,35.0,10.0,425.0,11.0,2.0,438.0,446.0,0.6363636363636364,0.3159041394335512,0.5131578947368421,0.11666666666666667,0.3709981167608286,0.5416666666666666,0.575,0.3915966386554622,0.4177215189873418,0.8846153846153846,0.7093862815884476,0.4320987654320988,0.925,0.6630265210608424,0.5,0.16666666666666663,0.6488888888888888,0.6177285318559557
Nordine Taleb,Orthodox,No,No,No,2.0,16.0,0.0,1.0,29.1,220.0,106.0,127.0,355.0,33.0,65.0,453.0,886.0,627.0,1069.0,21.0,573.0,162.0,151.0,752.0,42.0,92.0,3.0,6.0,3.0,0.0,10.233333333333333,196.0,71.0,58.0,268.0,30.0,27.0,325.0,979.0,430.0,1099.0,23.0,774.0,114.0,91.0,877.0,48.0,54.0,17.0,578.0,43.0,33.0,609.0,18.0,27.0,654.0,669.0,0.7619047619047619,0.38394415357766143,0.654320987654321,0.10596026490066225,0.4720744680851064,0.7857142857142857,0.7065217391304348,0.5112866817155757,0.5865294667913938,0.7391304347826086,0.7467700258397933,0.3771929824561403,0.9340659340659341,0.6944127708095781,0.375,0.5,0.6680286006128703,0.6087352138307552
Teemu Packalen,Orthodox,No,No,No,1.0,3.0,2.0,0.0,3.3999999999999995,37.0,12.0,1.0,34.0,5.0,11.0,50.0,92.0,56.0,101.0,12.0,77.0,13.0,2.0,68.0,7.0,17.0,2.0,0.0,0.0,2.0,7.083333333333333,48.0,14.0,14.0,56.0,8.0,12.0,76.0,146.0,101.0,173.0,1.0,109.0,20.0,17.0,117.0,11.0,18.0,1.0,61.0,6.0,3.0,61.0,3.0,6.0,70.0,72.0,0.25,0.4805194805194805,0.9230769230769231,1.5,0.5,0.7142857142857143,0.6470588235294118,0.5434782608695652,0.5544554455445545,1.0,0.5596330275229358,0.30000000000000004,1.0,0.5213675213675213,0.2727272727272727,0.33333333333333337,0.4794520547945206,0.4161849710982659
Derrick Krantz,Orthodox,No,No,No,0.0,4.0,1.0,1.0,7.233333333333333,28.0,7.0,4.0,35.0,1.0,3.0,39.0,103.0,61.0,128.0,8.0,90.0,9.0,4.0,95.0,4.0,4.0,1.0,0.0,0.0,1.0,1.1999999999999997,58.0,7.0,11.0,64.0,5.0,7.0,76.0,153.0,79.0,156.0,0.0,118.0,21.0,14.0,139.0,7.0,7.0,0.0,60.0,14.0,3.0,75.0,2.0,0.0,77.0,77.0,0.5,0.3111111111111111,0.7777777777777778,1.0,0.3684210526315789,0.25,0.75,0.3786407766990291,0.4765625,,0.5084745762711864,0.6666666666666667,1.0,0.539568345323741,0.2857142857142857,0.0,0.5032679738562091,0.4935897435897436
Andre Soukhamthath,Orthodox,No,No,No,6.0,8.0,1.0,0.0,14.45,122.0,88.0,56.0,178.0,58.0,30.0,266.0,604.0,348.0,693.0,15.0,421.0,116.0,67.0,487.0,80.0,37.0,0.0,7.0,3.0,2.0,26.0,262.0,81.0,71.0,285.0,41.0,88.0,414.0,826.0,637.0,1084.0,17.0,626.0,107.0,93.0,659.0,55.0,112.0,10.0,364.0,26.0,22.0,374.0,14.0,24.0,412.0,447.0,0.5333333333333333,0.28978622327790976,0.7586206896551724,0.11940298507462686,0.3655030800821355,0.725,0.8108108108108109,0.44039735099337746,0.5021645021645021,0.5882352941176471,0.5814696485623003,0.2429906542056075,0.9247311827956989,0.56752655538695,0.2545454545454545,0.2142857142857143,0.49878934624697335,0.4123616236162362
